cdid,digitalCommonsURL,digitalCommonsPdfURL,persistentID,circuit,court,state,stateClaim,judge,judgeFullName,judgeFirstName,judgeMiddleName,judgeLastName,judgeSuffix,lawsuitFiledYear,lawsuitFiledDate,cdFiledYear,cdSignedYear,cdFiledDate,caseNumber,versionNumber,caseName,cdSignedDate,effectiveDate,durationNumberOfYears,durationText,plaintiffsAttorneysFees,internComments,cdCreateDate,lastModifiedDate,lastModifiedBy,hidden,hiddenDate
770,http://digitalcommons.ilr.cornell.edu/condec/763/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1795&amp;context=condec,2-14-cv-01696-JLG-KAJ-1,6th,SOUTHERN DISTRICT OF OHIO EASTERN DIVISION,Ohio,False,,Judge James L. Graham,Judge James,L.,Graham,,2014,2014-09-24 00:00:00,2016,2016,2016-09-12 00:00:00,2:14-cv-01696-JLG-KAJ,1,"EEOC v. East Columbus Host, LLC d/b/a Texas Roadhouse, and Ultra Steak, Inc.",2016-09-12 00:00:00,"5. This Consent Decree shall become effective on the date of its entry by the Court and shall remain in effect until its expiration date, which shall be five (5) years after the date of its entry by the Court. (Page, 3)",5,,,,2017-07-13 11:01:07.840000000,2017-07-13 11:01:07.840000000,,False,
771,http://digitalcommons.ilr.cornell.edu/condec/768/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1798&amp;context=condec,2-09-cv-03546-mce-jfm-1,9th,EASTERN DISTRICT OF CALIFORNIA,California,False,,Morrison C. England Jr.,Morrison,C.,England,Jr.,Unknown,,2010,2010,2010-05-19 00:00:00,2:09-cv-03546-mce-jfm,1,"EEOC v. Kobra Associates, Inc. d/b/a Jack in the Box",2010-05-18 00:00:00,,2,,,,2017-07-13 15:22:44.340000000,2017-07-13 15:26:43.693000000,,False,
772,http://digitalcommons.ilr.cornell.edu/condec/767/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1791&amp;context=condec,3-11-cv-00879-JPG-RJD-1,7th,SOUTHERN DISTRICT OF ILLINOIS BENTON DIVISION,Illinois,False,,Judge J. Phil Gilbert,Judge J.,Phil,Gilbert,,2011,2011-09-27 00:00:00,2017,2017,2017-01-25 00:00:00,3:11-cv-00879-JPG-RJD,1,"EEOC v. Mach Mining, LLC",2017-01-25 00:00:00,,3,"45. All provisions of this Decree shall be in effect (and the Court will retain jurisdiction of this matter to enforce this Decree) for a period of three (3) years immediately following entry of the Decree, provided, however, that if, at the end of the three (3) year period, any disputes under Paragraph 43, above, remain unresolved, the term of the Decree shall be automatically extended for the sole purpose of resolution of the issues raised in such disputes (and the Court will retain jurisdiction of this matter to enforce the Decree) until such time as all such disputes have been resolved. (Page, 21)",,"A.K 07/14/2017

Lawsuit consolidated with EEOC v. Foresight Energy Services LLC, et al., Case No. 16-cv-1306 (S.D. Ill.) filed on December 5, 2016.",2017-07-14 11:55:29.290000000,2017-07-14 11:55:29.290000000,,False,
774,http://digitalcommons.ilr.cornell.edu/condec/766/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1792&amp;context=condec,13-cv-6656-1,7th,United States District Court For The Northern District Of Illinois Eastern Division,Illinois,False,,Judge Mary Rowland,Judge Mary,,Rowland,,2017,2017-09-17 00:00:00,2017,2017,2017-05-30 00:00:00,13-cv-6656,1,"EEOC v. Rosebud Restaurants Inc., et al,",2017-05-30 00:00:00,,3,,,,2017-07-19 16:00:22.573000000,2017-08-02 15:51:26.053000000,,False,
775,http://digitalcommons.ilr.cornell.edu/condec/765/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1793&amp;context=condec,1-08-cv-00706-RJA-MJR-1,2nd,WESTERN DISTRICT OF NEW YORK,New York,False,,Judge Richard J. Arcara,Judge Richard,J.,Arcara,,2008,2008-09-23 00:00:00,2017,2017,2017-05-04 00:00:00,1:08-cv-00706-RJA-MJR,1,EEOC v. Sterling Jewelers Inc.,2017-05-04 00:00:00,,3,,,,2017-07-27 13:23:18.920000000,2017-07-27 13:23:18.920000000,,False,
776,http://digitalcommons.ilr.cornell.edu/condec/776/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1801&amp;context=condec,7-14-cv-00136-HL-1,11th,MIDDLE DISTRICT OF GEORGIA VALDOSTA DIVISION,Georgia,False,,Judge Hugh Lawson,Judge,Hugh,,Lawson,Unknown,,2016,2016,2016-07-06 00:00:00,7:14-cv-00136-HL,1,"EEOC and Derek Davis, et al. v. J & R Baker Farms, LLC, J & R Farms Partnership, Jerod Baker, and Rodney Baker",2016-07-06 00:00:00,,3,40. The term of this Consent Decree shall be to the end of calendar year 2018 except as to the payment provisions which shall end upon full payment of the amount due under this Decree. (Page 14),,,2017-11-07 19:44:39.917000000,2017-11-07 19:44:39.917000000,,False,
777,http://digitalcommons.ilr.cornell.edu/condec/771/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1806&amp;context=condec,6-11-cv-03367-MDH-1,8th,WESTERN DISTRICT OF MISSOURI SOUTHERN DIVISION,Missouri,False,,Douglas Harpool,Douglas,,Harpool,,2014,2014-08-15 00:00:00,2016,2016,2016-04-25 00:00:00,6:11-cv-03367-MDH,1,"EEOC v. New Prime, Inc.",2016-04-25 00:00:00,,0,"28. This Consent Decree will become effective on the date approved and signed by
the United States District Court for the Western District of Missouri. (Page 7)",,"Duration of decree, Plaintiff/Defendant Counsel NOT specified - AK",2017-11-13 15:05:02.753000000,2017-11-13 15:05:02.753000000,,False,
778,http://digitalcommons.ilr.cornell.edu/condec/774/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1803&amp;context=condec,4-14-cv-03588-1,5th,SOUTHERN DISTRICT OF TEXAS,Texas,False,,Judge Lynn N. Hughes,Judge Lynn,N.,Hughes,,2014,2014-12-16 00:00:00,2016,2016,2016-04-22 00:00:00,4:14-cv-03588,1,"EEOC v. Lawler Foods, Inc. and Lawler Foods, LTD.",2016-04-22 00:00:00,,4,"1. The Term of this Consent Decree is a four (4) year period commencing on the Effective Date. Special circumstances set forth within regarding good faith recruitment and hiring efforts might lessen its term by six (6) months (Page, 2).

14. This Consent Decree shall remain in effect for four (4) years subsequent to the Effective Date of the entry of this Consent Decree. In the event the Commission determines that certain benchmarks are timely achieved regarding the hiring of non-supervisory workers in the production department, the term of this Consent Decree will be limited to three and one half (314) years. In order to assess whether or not it appears the Consent Decree may terminate earlier than four (4) years after its entry, the Commission and Lawler shall meet and confer at reasonable intervals, if so requested by the Commission, including within three (3) weeks of the Commission�s receipt of each of Lawler�s timely periodic reports concerning its compliance with the Consent Decree (Pages, 7-8). 

64. In the event that a remaining dispute exists as of the date this Consent Decree expires, the duration of the Consent Decree shall be automatically extended until final disposition of the existing dispute, or up to six (6) months, whichever is earliest. Notwithstanding anything contained herein, in no event shall the total term of this Consent Decree exceed four and a half (4 1/2) years (Page, 32).",,,2018-01-05 16:17:18.390000000,2018-01-05 16:17:18.390000000,,False,
779,http://digitalcommons.ilr.cornell.edu/condec/769/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1799&amp;context=condec,5-15-cv-00234-C-1,5th,NORTHERN DISTRICT OF TEXAS LUBBOCK DIVISION,Texas,False,,Judge Sam R. Cummings,Judge,Sam,R.,Cummings,Unknown,,2016,2016,2016-05-26 00:00:00,5:15-cv-00234-C,1,"United States of America v. City of Lubbock, Texas",2016-05-26 00:00:00,,0,"116. Provided there are no outstanding disputes being resolved pursuant to Paragraph 115, this Decree shall be dissolved without further order of the Court upon the completion of the following:
a. Fulfillment of the Parties� obligations regarding General Injunctive Relief set
forth in Section V of this Decree;
b. Completion of the process regarding issuance of back pay award checks set
forth in Paragraphs 87 through 95 of this Decree; and
c. The passage of forty (45) days after the date the City provides the last of the
reports and statements regarding priority hiring relief required by Paragraphs
105, 106, and 108 of the Decree,. (Page, 44)

117. The Parties will promptly notify the Court of the fulfillment of all obligations set forth under Paragraph 116 and request that this action be dismissed. (Page, 44)",,"Complaint filed in December 2015, specific date not specified - AK
Duration of decree conditional upon completion of remedies, the number of years not specified - AK
No judge signature, but filed in court - AK",2018-01-27 13:51:46.583000000,2018-01-27 13:51:46.583000000,,False,
780,http://digitalcommons.ilr.cornell.edu/condec/775/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1802&amp;context=condec,2-10-cv-03095-JMV-DEA-1,3rd,New Jersey District Court,New Jersey,False,,Judge John Michael Vazquez,Judge John,Michael,Vazquez,,2010,2010-06-17 00:00:00,2016,2016,2016-06-14 00:00:00,2:10-cv-03095-JMV-DEA,1,"EEOC v. FAPS, Inc.",2016-06-14 00:00:00,,5,,,,2018-02-06 09:41:29.100000000,2018-02-06 09:41:29.100000000,,False,
782,,,1-05-CV-0529-SEB-VSS-1,7th,United States District Court for the Southern District of Indiana Indianapolis Division,Indiana,False,,Sarah Evans Baker,Sarah,Evans,Baker,,2005,2005-04-13 00:00:00,2005,2005,2005-12-21 00:00:00,1:05-CV-0529 SEB-VSS,1,"Equal Employment Opportunity Commission v. Figgaziga, Inc. d/b/a Brown County IGA",2005-12-22 00:00:00,,2,"13. The term of this Decree shall be for two (2) years following the date of the entry of this decree. (Page, 7)","14. The Commission, Intervenor, and Defendant will bear their own costs and attorney fees.",,2018-07-12 16:27:20.350000000,2018-07-12 16:27:20.350000000,,False,
783,,,1-03CV2023-1,6th,United States District Court Northern District of Ohio for the Eastern Division,Ohio,False,,Kathleen M O'Malley,Kathleen,M,O'Malley,,2003,2003-09-30 00:00:00,2006,2006,2006-08-16 00:00:00,1:03CV2023,1,"Equal Employment Opportunity Commission v. S&Z Tool & Die Co., Inc.",2006-08-15 00:00:00,,3,22. Term of the Consent Decree: This Decree shall remain in effect for thirty-nine (39) months subsequent to the Effective Date of this Decree.,"39. Payment to Intervenor's Counsel: Baron is a prevailing party for purposes of an award of attorneys' fees and costs pursuant to 42 U.S.C. �2000e-5(f). In full settlement of claims for attorneys' fees and costs, S&Z will pay the amount 1of thirty thousand dollars ($30,000) to Baron's counsel, Dennis J. Niermann, Es1.. 4070 Mayfield Road, Cleveland, Ohio 44121. Such payment shall be made within ten days after Baron has executed the Release, provided that Baron does not exercise any right to revoke contained in the Release. S&Z shall prepare and forward an appropriate tax reporting Form 1099-MISC. Baron's counsel represents and warrants that upon payment of monies stated in this Section, no application for fees or further requests for attorney compensation will be made, except to the extent permitted under any dispute arising under the terms of the Release entered into between S&Z and Baron.

40. Tax Treatment of Payments to Intervenor and Counsel .
40.1. S&Z shall make required reports to the Internal Revenue Service and
other tax authorities. (Page, 16)

MISCELLANEOUS TERMS
56. Attorney Fees and Costs: The EEOC and S&Z shall bear their own costs    
attorneys' fees associated with this litigation and neither shall seek reimbursement for any investigative and/or litigation costs. fees or expenses in this matter. (Page, 31)",,2018-07-13 15:33:42.790000000,2018-07-13 15:33:42.790000000,,False,
784,,,3-04-cv-01133-1,6th,United States District Court middle District of Tennessee Nashville Division,Tennessee,True,,William Joseph Haynes Jr.,William,Joseph,Haynes,Jr.,2004,2004-12-22 00:00:00,2005,2005,2005-07-08 00:00:00,3:04-cv-01133,1,Wilson et. al. v. Fairfield Resorts inc. et. al.,2005-10-31 00:00:00,"C. EFFECTIVE DATE AND DURATION OF THE DECREE
1. Effective Upon Final Approval and Exhaustion of Appellate Rights
Unless provided otherwise, the equitable provisions in this Decree are effective immediately upon the Effective Date. (Page, 9)",2,"2. Expiration of the Decree
The provisions of this Decree shall remain in effect for two years following the Effective Date. (Page, 9)

C. EXTENSION OF TIME
The parties may, by mutual consent, extend any time period set forth in this dispute resolution procedure. (Page, 28)

H. EXTENSION OF TIME BY AGREEMENT OF PARTIES
All time deadlines established in this Decree may be extended by agreement of the parties. (Page, 35_","IX. ATTORNEYS� FEES AND EXPENSES
A. Fairfield will not oppose Settlement Class Counsel�s application to the Court for an allocation of 28% (and no greater percentage) of all amounts identified for payment under Section IV(A), above, to attorneys� fees incurred on behalf of the Settlement Class, under a �common fund� theory. The common fund would include the following:
1. The Type 1 Allocations under Section IV(A)(l)(b) for both Category A and B, which amount in total to $1,232,500;
2. An assumption that there will be ten Settlement Class Members who file a Type I Claim and receive the $5,000 augmentation described in Section IV(A)(l)(b)(v), above, which amounts in total to an additional $50,000;
3. An assumed doubling of one-quarter (Vi) of the total Type 1 Allocations pursuant to Section IV(A)(l)(c), above, which amounts in total to an additional $308,125;
4. The $3,000,000 maximum total of Type 2 payments pursuant to Section I, Paragraph 9, before any �flow in� from the Type 1 allocations; and
5. The recoveries for the five Plaintiffs, which total $550,000. Thus, by way of example, the gross Type 1payment to a Category A Settlement Class Member with less than 91 days employment with Fairfield during the Settlement Class Period, under Section IV(A)(l)(b)(iii), above, is $2,000; pursuant to this common fund allocation of attorneys� fees, $560 of this amount would roll into the fee allocation (assuming that the common fund request of 28% is approved by the Court), and the remaining $1,440 would be allocated to the Settlement Class Member. Similarly, by way of example, 28% of the recovery for each of the Plaintiffs will roll into the fee allocation (assuming that the common fund request of 28% is approved by the Court), and the remaining 72% would be allocated to the Plaintiff. In addition, Fairfield Resorts agrees to reimburse Settlement Class Counsel for reasonable expenses incurred on behalf of the Settlement Class, in an amount to be approved by the Court, but not to exceed $50,000. The parties agree that, if the Court approves the 28% common fund fee application, then the correct amount of attorneys� fees identified pursuant to this Paragraph is $1,439,235; subject only to the Court�s approval, the parties agree that this amount will be a sum certain, and shall not be further conditioned upon the accuracy of the assumptions in Sections IX(A)(2) and (3), above, or upon how much ultimately is paid out to Settlement Class Members in Type I or Type II claims.
B. Any fees and expenses payable to Settlement Class Counsel shall be within the solediscretionoftheCourt. The validity of the Consent Decree is not contingent on any ruling regarding the payment o f attorneys� fees and expenses.
C. The amounts described in this Section, payment o f which is subject to the Court�s approval, shall be the sum total o f the amounts to be paid by Fairfield in attorneys� fees and/or expenses with regard to this Case. This maximum recovery applies no matter how many Type I or Type II claims are filed, and no matter how much Settlement Class Counsel incurs in time and expenses with respect to the Decree approval process, the claims process, or any other process related to this Decree.
D. Fairfield Resorts will issue payment to Settlement Class Counsel for such attorneys� fees and expenses as are approved by the Court within ten (10) days after the Court has issued its Order on Settlement Class Counsel�s fee application; provided, however, that no such payment will be made until after the Effective Date. (Pages, 28-30)",,2018-07-16 13:42:56.457000000,2018-07-27 18:51:31.740000000,,False,
785,,,01-C-7508-1,7th,United States District Court for the Northern District of Illinois Eastern Division,Illinois,False,,Harry D. Leinenweber,Harry,D.,Leinenweber,,2001,2001-09-28 00:00:00,2002,2002,2002-12-23 00:00:00,01 C 7508,1,"Equal Employment Opportunity Commission and Maria Williams v. Nielsen & Bainbridge, LLC",2002-12-17 00:00:00,,3,"Duration of Dccrcc/Retention of Jurisdiction
9. The terms of this Consent Decree shall be in effect (and the Court will retain jurisdiction of this matter to enforce this Decree) for a period of three (3) years from the date on which this Consent Decree is entered, provided, however, that if, at the end of the three (3) year
period, there arc disputes that remain unresolved, the term of the Decree shall be automatically extended until such time as all such disputes have been resolved. (Page, 6)","The third check, payable to Sharon Finegan Patterson, shall be issued for attorneys fees in the sum of $36,666,66 for which a Form 1099 will be issued to Patterson for non-employee compensation. Nielsen & Bainbridge shall send a copy of the checks to the EEOC. (Page, 4)

Attorneys' Fees
10. Nielsen & Bainbridge agrees to pay the reasonable attorneys� fees of Maria Williams, as agreed to by and between Nielsen & Bainbridge and counsel for Ms. Williams, in accordance with the tenns of the Consent Decree. (Page, 6)",,2018-07-16 15:21:46.387000000,2018-07-16 15:21:46.387000000,,False,
786,,,1-6-cv-02075-1,7th,United States District Court for the Northern District of Illinois Eastern Division,Illinois,True,,Harry D. Leinenweber,Harry,D.,Leinenweber,,2006,2006-04-13 00:00:00,2009,2009,2009-05-22 00:00:00,1:-6-cv-02075,1,"Equal Employment Opportunity Commission and Domingo Ramirez, Cuauht�moc Guerrero v. Ceisel Masonry, Inc.",2009-05-22 00:00:00,,3,"DURATION OF THE DECREE AND RETENTION OF JURISDICTION 32. All provisions of this Decree shall be in effect (and the Court will retain jurisdiction of this matter to enforce this Decree) for a period of three (3) years immediately following the approval and entry of the Decree, provided, however, that if, at the end of the three (3) year period, any disputes under Paragraph 30, above, remain unresolved, the term of the Decree shall be automatically extended (and the Court will retain jurisdiction of this matter to enforce the Decree) until such time as all such disputes have been resolved. (Pages, 14-15)","ATTORNEYS� FEES AND COSTS
12. Ceisel agrees to pay Named Plaintiffs� counsel $140,000 in attorney�s fees and
costs on the following schedule: initial payment: $47,600; payment to be made by November 2, 2009: $42,000; payment to be made by May 3, 2010: $50,400. (Page, 6)",,2018-07-16 17:30:53.723000000,2018-07-16 17:30:53.723000000,,False,
787,,,3-05-cv-00218-WRW-1,8th,United states District Court for the Eastern District of Arkansas Jonesboro Division,Arkansas,False,,William R. Wilson,William,R.,Wilson,,2005,2005-09-09 00:00:00,2008,2008,2008-08-04 00:00:00,3:05-cv-00218-WRW,1,"Equal Employment Opportunity Commission v. Tobacco Superstores, Inc.",2008-08-04 00:00:00,,3,"3. The terms of this Decree shall be three years from the date of entry, which
shall be considered as the effective date of this Decree. (Page, 3)","XIII. COSTS
Each party shall bear that party's own costs, attorneys' fees, and expenses. (Page, 9)",,2018-07-17 09:59:26.340000000,2018-07-17 09:59:26.340000000,,False,
788,,,3-05-cv-00218-WRW-2,8th,United states District Court for the Eastern District of Arkansas Jonesboro Division,Arkansas,False,,William R. Wilson,William,R.,Wilson,,2005,2005-09-09 00:00:00,2008,2008,2008-08-04 00:00:00,3:05-cv-00218-WRW,2,"Equal Employment Opportunity Commission v. Tobacco Superstores, Inc.",2008-08-04 00:00:00,,3,"3. The terms of this Decree shall be three years from the date of entry, which
shall be considered as the effective date of this Decree. (Page, 3)","XIII. COSTS
Each party shall bear that party's own costs, attorneys' fees, and expenses. (Page, 9)",,2018-07-17 11:43:25.353000000,2018-07-17 11:43:25.353000000,,False,
789,https://digitalcommons.ilr.cornell.edu/condec/783/,https://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1813&context=condec,93-C-0133-S-1,11th,United States District Court for the Northern District of Alabama S,Alabama,False,,U. W. Clemon,U.,W.,Clemon,,Unknown,,2001,2001,2001-03-02 00:00:00,93-C-0133-S,1,Carol C. Moore v. Norfolk Southern Corporation,2001-03-02 00:00:00,"A. This Decree shall become effective on the date of Final Approval of this Decree. (Page, 22)",4,"The Consent Decree is binding, for a period of four years hereafter, on all parties and all Class Members who have not timely excluded themselves from the defined Class. (Page, 44)","ARTICLE VI
ATTORNEYS� FEES, EXPENSES AND COSTS
A. Upon Final Approval of this Decree, or such other time as the parties may agree in writing, the sum of Six Million and 00/00 dollars ($6,000,000.00) shall be disbursed to Plaintiffs� Lead Counsel from the Settlement Fund referred to in Article IV, Section B., hereinabove in full and final payment of all attorneys� fees, experts� fees, expenses and costs of the Named Plaintiffs and plaintiff class up to the date of the Final Approval of this Decree.
B. The money remaining in the Settlement Fund ($1,000,000.00), plus all accrued interest, after (1) distribution of the Class Fund pursuant to Article IV, Sections B. and C., above, and (2) the payment of attorneys� fees, expenses and costs pursuant to Article VI., Section A., above, shall be disbursed at any time after Final Approval to Plaintiffs� Lead Counsel from the Settlement Fund in full and final payment of all administrative costs associated with this Decree, including, but not limited to, all attorneys� fees, costs, and expenses incurred in implementing and enforcing the various provisions of this Decree.  (Page, 38)

D. An amount equal to the product of the total number of class members who opt-out multiplied by Twenty Thousand and 00/00 dollars ($20,000.00) (�Opt-Out Credit�) shall not be disbursed from the Class Fund, but shall be retained to be used to reimburse NS for anticipated attorneys� fees and costs, as set forth in Section E., below, should such class members initiate individual legal actions or file EEOC charges against NS. (Page, 40)",Caroline Hecht added the 2 Digital Commons links. 10/16/2018,2018-07-18 11:37:52.267000000,2018-10-17 14:26:03.630000000,,False,
790,,,2-98-cv-01045-IPJ-1,11th,United States District Court for the Northern District of Alabama Southern Division,Alabama,False,,Inge P. Johnson,Inge,P.,Johnson,,1998,1998-04-19 00:00:00,1999,1999,1999-08-09 00:00:00,2:98-cv-01045-IPJ,1,Equal Employment Opportunity Commission v. The Parker Group,1999-08-10 00:00:00,,3,,"L. The EEOC and TPG each will be responsible for their own attorney's fees and costs of court, except that the EEOC will be responsible for the Mediator�s fee up to $2,000.00. Any amount over $2,000.00 due to the Mediator will be paid by TPG. (Page, 4)",,2018-07-19 10:42:31.183000000,2018-07-19 10:42:31.183000000,,False,
791,,,CIV-97-2220-PHX-TSZ-1,9th,United States District Court for the District of Arizona,Arizona,False,,Thomas S. Zilly,Thomas,S.,Zilly,,1997,1997-12-04 00:00:00,1998,1998,1998-06-26 00:00:00,CIV 97-2220 PHX TSZ,1,Equal Employment Opportunity Commission v. Phoenix Hotel Associates et al.,1998-06-15 00:00:00,,2,,"COSTS AND DURATION
15. Each party shall bear its costs and attorney's fees incurred as a result of this
action through the filing of this decree. (Page, 7)",,2018-07-19 11:53:54.440000000,2018-07-19 11:53:54.440000000,,False,
792,,,1-04-cv-03038-WMN-1,4th,United States District Court for the District of Maryland,Maryland,False,,William M. Nickerson,William,M.,Nickerson,,2005,2005-09-22 00:00:00,2005,2005,2005-12-14 00:00:00,1:04-cv-03038-WMN,1,"Equal Employment Opportunity Commission v. RG's Food Shops of Pennsylvania, Inc., and Bedford Valley Petroleum Corporation",2005-12-13 00:00:00,,3,"TERM OF CONSENT DECREE
13. This Decree shall remain in full force and effect for a period of three (3) years from the date of approval and entry o f this Decree by the Court. (Page, 8)","c. Each party shall bear its own costs, expenses and attomey's fees incurred in connection with such action; and (Page, 8)

16. The Commission, and Defendants shall bear their own costs, expenses and attorneys' fees incurred in connection with this action. (Page, 9)",,2018-07-19 17:20:06.073000000,2018-07-19 17:20:06.073000000,,False,
793,,,4-00-cv-00878-GAF-1,8th,United States District Court for the Western District of Missouri Western Division,Missouri,False,,Gary A. Fenner,Gary,A.,Fenner,,2000,2000-08-29 00:00:00,2002,2002,2002-03-15 00:00:00,4:00-cv-00878-GAF,1,"Ercel Chandler, et al., v. John Knox Village",2002-05-31 00:00:00,,3,"C. EFFECTIVE DATE AND TERM OF DECREE
This Decree and the agreements contained herein are effective as of the date the Decree is finally approved and entered by the Court and the time for appeal has run without an appeal being filed or, if an appeal is filed, the appeal is vacated or the approval of the Decree has been finally affirmed on appeal and no further appellate review would be possible (the ""Effective Date""). The Decree and the agreements contained in it shall continue to be effective and binding upon the parties and their agents and successors for a three year period from the Effective Date, unless a shorter period is specified for a particular provision, and provided that the releases and bars on claims shall survive the Decree. The three year term does not, as such, bar plaintiffs or class members from seeking an extension of the term of the Decree as may be authorized by applicable law. (Page, 6)","VI. ATTORNEYS� FEES AND EXPENSES
Subject to approval by the Court, class counsel shall be entitled to attorneys� fees including reimbursement of costs and expenses for legal services through the Effective Date ofthe Decree as well as future attorneys� fees, administrative fees, costs and expenses in the following amounts:
1. Upon the Effective Date ofthis Decree, class counsel will receive reimbursementfor out-of-pocket litigation expenses in incurred to that point;
2. Class counsel will receive reimbursement for future out-of-pocket expenses incurred on behalf of the class as such expenses are incurred;
3. Class counsel will receive as attorneys� fees and administration fees forty percent (40%) of each cash payment tendered by John Knox Village pursuant to paragraph V(A)(1)(a) of this Decree. These amounts are intended to compensate class counsel both for past and future attorneys� fees and administration fees. These amounts will be paid to class counsel on the Effective Date ofthis Decree. (Page, 18)

B. FEES
In the event class counsel brings an enforcement action, the prevailing party may petition the Court for attorneys� fees and costs in accordance with the provisions and standards of 42 U.S.C. � 1988. (Page, 20)",,2018-07-20 11:52:19.363000000,2018-07-20 11:52:19.363000000,,False,
794,https://digitalcommons.ilr.cornell.edu/condec/788/,https://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1818&context=condec,2-98-cv-01719-LKK-JFM-1,9th,United States District Court Eastern District of California,California,True,,Lawrence K. Karlton,Lawrence,K.,Karlton,,1998,1998-09-04 00:00:00,2003,2003,2003-02-26 00:00:00,2:98-cv-01719-LKK-JFM,1,"Brown, et al., v. Sacramento Regional Transit District",2003-02-23 00:00:00,"DURATION OF CONSENT DECREE
19. This Consent Decree will become effective immediately upon final approval by the Court (the �Approval Date�).  (Page, 6)",5,"DURATION OF CONSENT DECREE
19. This Consent Decree will become effective immediately upon final approval by the Court (the �Approval Date�). The duration of the Consent Decree shall be four and a half (4/4) years from the Approval Date. This Consent Decree shall expire and shall be without force and effect four and a half (4�/4) years from the Approval Date of this Consent Decree unless extended by the Court for noncompliance with its terms. Any motion to extend shall be filed with the Court. (Page, 6)","COSTS OF SETTLEMENT
65. Class Counsel shall be paid $15,000 for fees and all costs associate the notice and the calculation, distribution, and apportionment of the Settlement Fund, including all appeals to the Special Master, as described in Paragraphs 62 through 64. RT will pay the cost of calculating and reporting the necessary withholding and payroll taxes. must provide the necessary information to each other in a timely manner. Class Counsel and RT RT will pay the costs of certified mail, including tracing costs. (Page, 23)

ATTORNEYS� FEES AND COSTS
80. RT agrees to pay Class Counsel and Former Class Counsel attorneys� fees and costs in the total amount of $900,000, encompassing all work that has been or will be performed by all counsel through the Fairness Hearing and approval of the Consent Decree by Judge Lawrence K. Karlton. Class Counsel and Former Class Counsel shall attempt to agree on an apportionment of this fee. If no agreement is reached, the Court shall apportion the fee and resolve any liens based on attorneys� fees and costs. This amount will be paid as directed by the Court no later than twenty (20) days following the Approval Date. As set forth in Paragraph 65, Class Counsel shall be paid an additional $15,000 for fees and all costs associated with the notice and the calculation, distribution, and apportionment of the Settlement Fund, including all appeals to the Special Master. Class Counsel shall be entitled to reasonable, nonduplicative attorneys� fees under prevailing law for monitoring, defending (after the Fairness Hearing), and enforcing and the calculation, distribution, and apportionment of the Settlement Fund, including all appeals to the Special Master. Class Counsel shall be entitled to reasonable, nonduplicative attorneys� fees under prevailing law for monitoring, defending (after the Fairness Hearing), and enforcing this Consent Decree, paid on a quarterly basis. The Special Master shall promptly resolve any objections to the amount of requested fees. (Pages, 27-28)",,2018-07-23 19:44:59.277000000,2018-10-23 14:47:11.380000000,,False,
795,,,C01-1531L-1,9th,United States District Court for the Western District of Washington,Washington,False,,Robert S. Lasnik,Robert,S.,Lasnik,,1999,1999-09-28 00:00:00,2003,2003,2003-04-15 00:00:00,C01-1531L,1,"Equal Employment Opportunity Commission v. Hollywood Entertainment Corp, d/b/a Hollywood Video Stores",2003-04-15 00:00:00,,1,"VII. TERMINATION OF DECREE
14 This Consent Decree shall be in effect for one (1) year commencing with the date the Consent Decree is entered by the Court. If the Commission petitions the Court and the Court finds the Company to have violated the terms of the Consent Decree, the Court may extend the period of the Consent Decree and award the Commission its costs in bringing an enforcement action (Page, 7)","If the Commission petitions the Court and the Court finds the Company to have violated the terms of the Consent Decree, the Court may extend the period of the Consent Decree and award the Commission its costs in bringing an enforcement action. (Page, 7)",,2018-07-23 20:05:38.397000000,2018-07-23 20:05:38.397000000,,False,
